SIC_Section,SIC_Codes,id,name,pointx_class,classname,postcode,M,IC,PST,AER,lon,lat
"Arts, Entertainment and Recreation",9002,16622,Inside Government,4210273,Entertainment Services,SW1E 6HX,0,0,0,1,-0.140681451,51.49884535
"Arts, Entertainment and Recreation",9002,16646,The Event Book,4210273,Entertainment Services,WC2N 5BY,0,0,0,1,-0.126028012,51.5069482
"Arts, Entertainment and Recreation",9002,16671,Snatch'd House,4210273,Entertainment Services,WC2R 1EA,0,0,0,1,-0.115109881,51.51242055
"Arts, Entertainment and Recreation",9002,16704,The Virtual Online Speakers Agency,4210273,Entertainment Services,W1S 1BN,0,0,0,1,-0.144751171,51.514287
"Arts, Entertainment and Recreation",9002,16706,Take the Mike Ltd,4210273,Entertainment Services,W1B 4ND,0,0,0,1,-0.141234217,51.51323315
"Arts, Entertainment and Recreation",9002,16707,Mac & Jeal,4210273,Entertainment Services,WC2A 2JR,0,0,0,1,-0.111762534,51.51425514
"Arts, Entertainment and Recreation",9002,16721,Molto Music,4210273,Entertainment Services,WC2H 7JB,0,0,0,1,-0.127472595,51.51213298
"Arts, Entertainment and Recreation",9002,16733,Collective Agents,4210273,Entertainment Services,WC2A 2JR,0,0,0,1,-0.111762534,51.51425514
"Arts, Entertainment and Recreation",9002,16754,What If Events Ltd,4210273,Entertainment Services,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9002,16763,Live Union,4210273,Entertainment Services,W1F 8SE,0,0,0,1,-0.136002112,51.51501156
"Arts, Entertainment and Recreation",9002,16821,Govnet Communications,4210273,Entertainment Services,SW1E 6HX,0,0,0,1,-0.140681451,51.49884535
"Arts, Entertainment and Recreation",9002,16844,London Events Atelier,4210273,Entertainment Services,W2 5EU,0,0,0,1,-0.196333689,51.52119743
"Arts, Entertainment and Recreation",9002,16908,Allwyn,4210273,Entertainment Services,W2 2ET,0,0,0,1,-0.160894857,51.51352509
"Arts, Entertainment and Recreation",9002,17053,The Sporting Club,4210273,Entertainment Services,W1D 4EF,0,0,0,1,-0.13105869,51.51395271
"Arts, Entertainment and Recreation",9002,17174,Closer Talent Management,4210273,Entertainment Services,W1W 7LT,0,0,0,1,-0.14373033,51.52167167
"Arts, Entertainment and Recreation",9002,17229,Hometainment Ltd,4210273,Entertainment Services,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9002,17302,Caspar Craven - Motivational Speaker UK,4210273,Entertainment Services,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9002,17476,Loop VIP Ltd,4210273,Entertainment Services,W1F 0TA,0,0,0,1,-0.133324863,51.51281078
"Arts, Entertainment and Recreation",9002,17563,Sonia Friedman Productions,4210273,Entertainment Services,WC2N 4HG,0,0,0,1,-0.124913734,51.51022166
"Arts, Entertainment and Recreation",9002,17728,Spaces Unlocked,4210273,Entertainment Services,SW1W 0SR,0,0,0,1,-0.145778699,51.49501431
"Arts, Entertainment and Recreation",9002,17811,The Luxury Circle,4210273,Entertainment Services,W1W 6HA,0,0,0,1,-0.141532067,51.51937076
"Arts, Entertainment and Recreation",9002,17887,Crossroads Pantomimes Ltd,4210273,Entertainment Services,WC2B 4AS,0,0,0,1,-0.11837686,51.51357909
"Arts, Entertainment and Recreation",9002,17994,Incapital Business London,4210273,Entertainment Services,W1J 8DZ,0,0,0,1,-0.143398851,51.50855536
"Arts, Entertainment and Recreation",9002,18270,Levanza,4210273,Entertainment Services,W1D 3QL,0,0,0,1,-0.131712343,51.51594148
"Arts, Entertainment and Recreation",9003,4662,Open Associates Ltd,2080115,"Artists, Illustrators and Calligraphers",W1U 1BQ,0,0,0,1,-0.150187637,51.51599152
"Arts, Entertainment and Recreation",9003,4674,Lab,2080115,"Artists, Illustrators and Calligraphers",W1D 4HX,0,0,0,1,-0.132521697,51.51306777
"Arts, Entertainment and Recreation",9003,4702,Moore-wilson,2080115,"Artists, Illustrators and Calligraphers",WC2N 4JS,0,0,0,1,-0.126876494,51.51120623
"Arts, Entertainment and Recreation",9003,4710,Salter Baxter,2080115,"Artists, Illustrators and Calligraphers",W1U 6AF,0,0,0,1,-0.156153524,51.51994323
"Arts, Entertainment and Recreation",9003,4714,Creative Domain Ltd,2080115,"Artists, Illustrators and Calligraphers",W1B,0,0,0,1,-0.142297979,51.5167364
"Arts, Entertainment and Recreation",9003,4737,Light Creative,2080115,"Artists, Illustrators and Calligraphers",W1F 8SQ,0,0,0,1,-0.136221926,51.51527584
"Arts, Entertainment and Recreation",9003,4738,Westside London,2080115,"Artists, Illustrators and Calligraphers",W1F 7NW,0,0,0,1,-0.13679692,51.51390013
"Arts, Entertainment and Recreation",9003,4754,Insitu,2080115,"Artists, Illustrators and Calligraphers",W1W 7TL,0,0,0,1,-0.140231492,51.51909835
"Arts, Entertainment and Recreation",9003,4768,Galleries Now,2080115,"Artists, Illustrators and Calligraphers",W1S 3HB,0,0,0,1,-0.139056984,51.51042893
"Arts, Entertainment and Recreation",9003,4787,Pollitt & Partners,2080115,"Artists, Illustrators and Calligraphers",W1G 0EF,0,0,0,1,-0.147598443,51.51622043
"Arts, Entertainment and Recreation",9003,4789,C H P Design,2080115,"Artists, Illustrators and Calligraphers",WC2E 9DP,0,0,0,1,-0.111762534,51.51425514
"Arts, Entertainment and Recreation",9003,4792,Mouth & Foot Painting Artists,2080115,"Artists, Illustrators and Calligraphers",W2 3JG,0,0,0,1,-0.186927982,51.51231176
"Arts, Entertainment and Recreation",9003,4798,K C Gan Designs,2080115,"Artists, Illustrators and Calligraphers",W1H 1RP,0,0,0,1,-0.160176504,51.51990748
"Arts, Entertainment and Recreation",9003,5620,The Graphical Tree,2080115,"Artists, Illustrators and Calligraphers",W1W 8BA,0,0,0,1,-0.140526622,51.51716065
"Arts, Entertainment and Recreation",9003,5626,Frink Design,2080115,"Artists, Illustrators and Calligraphers",W1U 2QS,0,0,0,1,-0.151297784,51.51776255
"Arts, Entertainment and Recreation",9003,5648,M B G Int Ltd,2080115,"Artists, Illustrators and Calligraphers",W2 5ES,0,0,0,1,-0.191912217,51.52110238
"Arts, Entertainment and Recreation",9003,6079,TMCA,2080115,"Artists, Illustrators and Calligraphers",W1G 0JR,0,0,0,1,-0.143176871,51.51614152
"Arts, Entertainment and Recreation",9003,6201,Design Motive,2080115,"Artists, Illustrators and Calligraphers",WC2N 4JS,0,0,0,1,-0.126876494,51.51120623
"Arts, Entertainment and Recreation",9003,6217,Ellipsis,2080115,"Artists, Illustrators and Calligraphers",W1F 9NE,0,0,0,1,-0.136214911,51.51262294
"Arts, Entertainment and Recreation",9003,6640,Component Graphics,2080115,"Artists, Illustrators and Calligraphers",W1T 3EN,0,0,0,1,-0.135962466,51.51753603
"Arts, Entertainment and Recreation",9003,7141,The Celebrity Group,2080115,"Artists, Illustrators and Calligraphers",W1U 5NE,0,0,0,1,-0.152876999,51.52112364
"Arts, Entertainment and Recreation",9003,7469,Future Platforms,2080115,"Artists, Illustrators and Calligraphers",W1T 3NQ,0,0,0,1,-0.137068941,51.51712377
"Arts, Entertainment and Recreation",9003,7795,Pure Design,2080115,"Artists, Illustrators and Calligraphers",W1U 4AZ,0,0,0,1,-0.152158476,51.51857645
"Arts, Entertainment and Recreation",9003,7964,Tomcat Design,2080115,"Artists, Illustrators and Calligraphers",W1B 5TB,0,0,0,1,-0.13939538,51.51209792
"Arts, Entertainment and Recreation",9003,8466,Monkey Puzzle Studios,2080115,"Artists, Illustrators and Calligraphers",WC2B 5RR,0,0,0,1,-0.122356778,51.5145781
"Arts, Entertainment and Recreation",9003,8471,Bulletproof Design,2080115,"Artists, Illustrators and Calligraphers",WC2E 9HE,0,0,0,1,-0.124586195,51.5104772
"Arts, Entertainment and Recreation",9003,9787,Handstand Creative,2080115,"Artists, Illustrators and Calligraphers",W1W 7ST,0,0,0,1,-0.142102649,51.51739245
"Arts, Entertainment and Recreation",9003,10218,Farraday,2080115,"Artists, Illustrators and Calligraphers",NW1 6JJ,0,0,0,1,-0.163003326,51.52309016
"Arts, Entertainment and Recreation",9003,10624,Act Two U M,2080115,"Artists, Illustrators and Calligraphers",W1F 9LT,0,0,0,1,-0.136508679,51.51234614
"Arts, Entertainment and Recreation",9003,10666,Telefonica Digital,2080115,"Artists, Illustrators and Calligraphers",W1B 5AN,0,0,0,1,-0.136723258,51.51076057
"Arts, Entertainment and Recreation",9003,11082,Cresconnect,2080115,"Artists, Illustrators and Calligraphers",W1B 4ND,0,0,0,1,-0.14123285,51.51323133
"Arts, Entertainment and Recreation",9003,11085,Chits UK,2080115,"Artists, Illustrators and Calligraphers",W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9003,11128,33hz Ltd,2080115,"Artists, Illustrators and Calligraphers",W1S 2GF,0,0,0,1,-0.140874016,51.51287673
"Arts, Entertainment and Recreation",9003,11251,Konnect Digital Ltd,2080115,"Artists, Illustrators and Calligraphers",W1H 1DP,0,0,0,1,-0.162535671,51.52002539
"Arts, Entertainment and Recreation",9003,11311,Thinking Creativity,2080115,"Artists, Illustrators and Calligraphers",W2 3LP,0,0,0,1,-0.179855579,51.5125799
"Arts, Entertainment and Recreation",9003,11772,Digitalhound Ltd,2080115,"Artists, Illustrators and Calligraphers",W1B 4ND,0,0,0,1,-0.141234217,51.51323315
"Arts, Entertainment and Recreation",9003,12211,Onbeat Media,2080115,"Artists, Illustrators and Calligraphers",W1W 6UF,0,0,0,1,-0.140350408,51.52007143
"Arts, Entertainment and Recreation",9003,12222,Isik Tlabar Design,2080115,"Artists, Illustrators and Calligraphers",W9 2LY,0,0,0,1,-0.193815818,51.52945869
"Arts, Entertainment and Recreation",9003,12291,Incisive Edge Solutions Ltd,2080115,"Artists, Illustrators and Calligraphers",SW1V 1PX,0,0,0,1,-0.143601883,51.49320654
"Arts, Entertainment and Recreation",9003,12320,Eikon Group Ltd,2080115,"Artists, Illustrators and Calligraphers",W1F 9JE,0,0,0,1,-0.136431751,51.51154728
"Arts, Entertainment and Recreation",9003,12545,Shortie Services Ltd,2080115,"Artists, Illustrators and Calligraphers",NW1 6RG,0,0,0,1,-0.170074928,51.52144716
"Arts, Entertainment and Recreation",9003,12680,Sherliker Design,2080115,"Artists, Illustrators and Calligraphers",WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9003,12721,T V App Agency Ltd,2080115,"Artists, Illustrators and Calligraphers",W1F 7BL,0,0,0,1,-0.13513749,51.51042063
"Arts, Entertainment and Recreation",9003,12798,Powervote,2080115,"Artists, Illustrators and Calligraphers",WC2E 9HP,0,0,0,1,-0.125107622,51.51076431
"Arts, Entertainment and Recreation",9003,12833,Cazalet Designs,2080115,"Artists, Illustrators and Calligraphers",W11 1AT,0,0,0,1,-0.200925918,51.5202518
"Arts, Entertainment and Recreation",9003,12945,Straight Forward Design,2080115,"Artists, Illustrators and Calligraphers",W1W 6PH,0,0,0,1,-0.142235336,51.51944484
"Arts, Entertainment and Recreation",9003,12954,We Launch,2080115,"Artists, Illustrators and Calligraphers",W1T 3QH,0,0,0,1,-0.137566266,51.51659212
"Arts, Entertainment and Recreation",9003,13034,D S D Ltd,2080115,"Artists, Illustrators and Calligraphers",SW1H 9AJ,0,0,0,1,-0.134624948,51.50003511
"Arts, Entertainment and Recreation",9003,13232,Ensighten,2080115,"Artists, Illustrators and Calligraphers",W1W 7FA,0,0,0,1,-0.142654171,51.51765298
"Arts, Entertainment and Recreation",9003,13294,Somo,2080115,"Artists, Illustrators and Calligraphers",SW1E 5BH,0,0,0,1,-0.141603831,51.49742117
"Arts, Entertainment and Recreation",9003,13538,Brands of Tomorrow Ltd,2080115,"Artists, Illustrators and Calligraphers",W1D 2DR,0,0,0,1,-0.131658836,51.51619242
"Arts, Entertainment and Recreation",9003,13816,Durable Digital Ltd,2080115,"Artists, Illustrators and Calligraphers",WC2R 1DA,0,0,0,1,-0.112033622,51.51345018
"Arts, Entertainment and Recreation",9003,13822,Wave Technology Ltd,2080115,"Artists, Illustrators and Calligraphers",W1U 6QL,0,0,0,1,-0.155512199,51.51976229
"Arts, Entertainment and Recreation",9003,13923,Integrella Ltd,2080115,"Artists, Illustrators and Calligraphers",SW1W 9NF,0,0,0,1,-0.14803499,51.49372806
"Arts, Entertainment and Recreation",9003,14314,Minalima Ltd,2080115,"Artists, Illustrators and Calligraphers",W1F 8WQ,0,0,0,1,-0.134987836,51.51443791
"Arts, Entertainment and Recreation",9003,14605,Adapt Worldwide,2080115,"Artists, Illustrators and Calligraphers",W1T 1JU,0,0,0,1,-0.133407112,51.51643967
"Arts, Entertainment and Recreation",9003,14699,Tayler Reid Ltd,2080115,"Artists, Illustrators and Calligraphers",W1J 6NF,0,0,0,1,-0.145033929,51.51087432
"Arts, Entertainment and Recreation",9003,14884,Studio Minerva Ltd,2080115,"Artists, Illustrators and Calligraphers",WC2H 0DB,0,0,0,1,-0.128201809,51.51086768
"Arts, Entertainment and Recreation",9003,14926,Agenda 21,2080115,"Artists, Illustrators and Calligraphers",W1D 4SN,0,0,0,1,-0.132019575,51.51371623
"Arts, Entertainment and Recreation",9003,14955,Reactive Graphics,2080115,"Artists, Illustrators and Calligraphers",W1F 8QP,0,0,0,1,-0.137285574,51.51534669
"Arts, Entertainment and Recreation",9003,15012,Turquoise Designz,2080115,"Artists, Illustrators and Calligraphers",W1U 7LL,0,0,0,1,-0.154381369,51.51885424
"Arts, Entertainment and Recreation",9003,15084,White Light Design Associates Ltd,2080115,"Artists, Illustrators and Calligraphers",W1W 8DD,0,0,0,1,-0.137989583,51.51681466
"Arts, Entertainment and Recreation",9003,15338,Unrvld,2080115,"Artists, Illustrators and Calligraphers",W1F 9HR,0,0,0,1,-0.136897226,51.51214818
"Arts, Entertainment and Recreation",9003,15775,Vitamin,2080115,"Artists, Illustrators and Calligraphers",SW1V 1HS,0,0,0,1,-0.142745651,51.49307788
"Arts, Entertainment and Recreation",9003,15946,Twelve,2080115,"Artists, Illustrators and Calligraphers",W1W 7JG,0,0,0,1,-0.142053079,51.51719383
"Arts, Entertainment and Recreation",9003,16243,E Stage Group Ltd,2080115,"Artists, Illustrators and Calligraphers",W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9003,16301,Projects by I F,2080115,"Artists, Illustrators and Calligraphers",WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9003,16399,Enigma Interactive,2080115,"Artists, Illustrators and Calligraphers",W1T 1JU,0,0,0,1,-0.13336368,51.51644438
"Arts, Entertainment and Recreation",9003,16474,Joer Digital Agency,2080115,"Artists, Illustrators and Calligraphers",W2 1JB,0,0,0,1,-0.171047991,51.51838692
"Arts, Entertainment and Recreation",9003,16592,Agit8media,2080115,"Artists, Illustrators and Calligraphers",W1D 5JB,0,0,0,1,-0.129686178,51.51371771
"Arts, Entertainment and Recreation",9003,16610,Fusion Medical Animation,2080115,"Artists, Illustrators and Calligraphers",WC2R,0,0,0,1,-0.113432459,51.51290616
"Arts, Entertainment and Recreation",9003,16657,Bludesks,2080115,"Artists, Illustrators and Calligraphers",W1W 7ST,0,0,0,1,-0.142102649,51.51739245
"Arts, Entertainment and Recreation",9003,16797,Ping Lin Portraits,2080115,"Artists, Illustrators and Calligraphers",NW1 6JQ,0,0,0,1,-0.163560016,51.52143527
"Arts, Entertainment and Recreation",9003,16822,H T D L,2080115,"Artists, Illustrators and Calligraphers",W1H 1DP,0,0,0,1,-0.162538407,51.52002903
"Arts, Entertainment and Recreation",9003,16892,Qbicom,2080115,"Artists, Illustrators and Calligraphers",WC2A 2JR,0,0,0,1,-0.111762534,51.51425514
"Arts, Entertainment and Recreation",9003,16930,Saffron Bubbles,2080115,"Artists, Illustrators and Calligraphers",SW1W 9QL,0,0,0,1,-0.150013779,51.49217661
"Arts, Entertainment and Recreation",9003,17237,Mazespace Studios,2080115,"Artists, Illustrators and Calligraphers",W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9003,17281,Doodle London,2080115,"Artists, Illustrators and Calligraphers",W2 5EU,0,0,0,1,-0.196333689,51.52119743
"Arts, Entertainment and Recreation",9003,18268,Hot Wolf,2080115,"Artists, Illustrators and Calligraphers",W1D 4NQ,0,0,0,1,-0.131178135,51.51490782
"Arts, Entertainment and Recreation",9003,6231,Lees Fine Art Restorers,2130206,Household Repairs and Restoration,W2 5HX,0,0,0,1,-0.18862018,51.51651939
"Arts, Entertainment and Recreation",9003,10697,Simon Gillespie Studio,2130206,Household Repairs and Restoration,W1S 1SU,0,0,0,1,-0.146208091,51.51354567
"Arts, Entertainment and Recreation",9003,3059,Lalique,2100182,Trophies and Engraving Services,W1S 2YP,0,0,0,1,-0.141866277,51.51186731
"Arts, Entertainment and Recreation",9003,5416,M K Studio,2100182,Trophies and Engraving Services,W2 1NS,0,0,0,1,-0.171784406,51.51763404
"Arts, Entertainment and Recreation",9003,5418,A C S Engraving Ltd,2100182,Trophies and Engraving Services,W1S 2FD,0,0,0,1,-0.143388692,51.51235004
"Arts, Entertainment and Recreation",9003,5430,O'Connell's Engravers Ltd,2100182,Trophies and Engraving Services,W1K 5LP,0,0,0,1,-0.148511825,51.51360005
"Arts, Entertainment and Recreation",9003,5491,Schwarz Engraving,2100182,Trophies and Engraving Services,W1K 5LP,0,0,0,1,-0.148511825,51.51360005
"Arts, Entertainment and Recreation",9003,3756,Eon Productions Ltd,2080122,Film and Video Services,W1J 7NR,0,0,0,1,-0.149365683,51.50391061
"Arts, Entertainment and Recreation",9003,3814,Brian Jackson Films Ltd,2080122,Film and Video Services,W2 2YG,0,0,0,1,-0.165085371,51.51396841
"Arts, Entertainment and Recreation",9003,4612,Colstar International Television,2080122,Film and Video Services,W1H 1DP,0,0,0,1,-0.162535671,51.52002539
"Arts, Entertainment and Recreation",9003,4722,Entertainment Film Distributors Ltd,2080122,Film and Video Services,SW1Y 6HB,0,0,0,1,-0.135554676,51.50867372
"Arts, Entertainment and Recreation",9003,5591,Channel X Ltd,2080122,Film and Video Services,W1W 7DJ,0,0,0,1,-0.13984965,51.51927215
"Arts, Entertainment and Recreation",9003,10408,Goldcrest Post Production,2080122,Film and Video Services,W1F 9AF,0,0,0,1,-0.135318472,51.51198821
"Arts, Entertainment and Recreation",9003,15129,Full Spectrum Production,2080122,Film and Video Services,W1B 5TG,0,0,0,1,-0.139105917,51.51205735
"Arts, Entertainment and Recreation",9003,17142,Tuareg Productions,2080122,Film and Video Services,W1B 5TF,0,0,0,1,-0.139105917,51.51205735
"Arts, Entertainment and Recreation",9003,3731,Visit England,2080125,Literary Services,SW1E,0,0,0,1,-0.141313876,51.49888236
"Arts, Entertainment and Recreation",9003,4591,Peters Fraser Dunlop,2080125,Literary Services,WC2B 5HA,0,0,0,1,-0.120523599,51.51359553
"Arts, Entertainment and Recreation",9003,4593,Andrew Lownie Literary Agency Ltd,2080125,Literary Services,SW1P 3BU,0,0,0,1,-0.129651182,51.4972941
"Arts, Entertainment and Recreation",9003,4621,David Higham Associates,2080125,Literary Services,W1F 8GQ,0,0,0,1,-0.136691968,51.51520058
