SIC_Section,SIC_Codes,id,name,pointx_class,classname,postcode,M,IC,PST,AER,lon,lat
"Arts, Entertainment and Recreation",9002,11604,Charles Marsden Smedley,2080118,Concert/Exhibition Organisers and Services,WC2R 1LA,0,0,0,1,-0.1180351,51.5105764
"Arts, Entertainment and Recreation",9002,12764,M O B O,2080118,Concert/Exhibition Organisers and Services,WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9002,13303,Indigo Displays,2080118,Concert/Exhibition Organisers and Services,W1B 3HH,0,0,0,1,-0.141234217,51.51323315
"Arts, Entertainment and Recreation",9002,13873,G C E Live,2080118,Concert/Exhibition Organisers and Services,W1D 7AZ,0,0,0,1,-0.134089341,51.51138415
"Arts, Entertainment and Recreation",9002,14091,Fit Show,2080118,Concert/Exhibition Organisers and Services,W1U 3PL,0,0,0,1,-0.15285909,51.51622246
"Arts, Entertainment and Recreation",9002,14983,World Summit a I,2080118,Concert/Exhibition Organisers and Services,NW1 6JJ,0,0,0,1,-0.163003326,51.52309016
"Arts, Entertainment and Recreation",9002,15762,Executive Hire Show Ltd,2080118,Concert/Exhibition Organisers and Services,SW1V 2SA,0,0,0,1,-0.131820489,51.4901859
"Arts, Entertainment and Recreation",9002,16173,The London Produce Show & Conference,2080118,Concert/Exhibition Organisers and Services,W1J 6BR,0,0,0,1,-0.144584423,51.50987804
"Arts, Entertainment and Recreation",9002,16923,The Cleaning Show,2080118,Concert/Exhibition Organisers and Services,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9002,3598,Seabright Productions Ltd,4210273,Entertainment Services,W1D 5AY,0,0,0,1,-0.129653004,51.51308501
"Arts, Entertainment and Recreation",9002,3699,M P C Entertainment,4210273,Entertainment Services,NW6 5UZ,0,0,0,1,-0.190453881,51.53498218
"Arts, Entertainment and Recreation",9002,3702,Glynis Henderson Productions,4210273,Entertainment Services,W1W 8NE,0,0,0,1,-0.141802287,51.51687512
"Arts, Entertainment and Recreation",9002,3704,Reel Time,4210273,Entertainment Services,W2 1DH,0,0,0,1,-0.167595557,51.51857583
"Arts, Entertainment and Recreation",9002,3718,The Sixteen,4210273,Entertainment Services,SW1P 3RB,0,0,0,1,-0.128625554,51.49665725
"Arts, Entertainment and Recreation",9002,3745,Phantom Music Management Ltd,4210273,Entertainment Services,W1F 9BZ,0,0,0,1,-0.136016289,51.51148673
"Arts, Entertainment and Recreation",9002,3746,Mark Goucher,4210273,Entertainment Services,WC2E 9AX,0,0,0,1,-0.126631685,51.51155303
"Arts, Entertainment and Recreation",9002,3752,Soho Artists,4210273,Entertainment Services,W1W 8AE,0,0,0,1,-0.139976091,51.51652245
"Arts, Entertainment and Recreation",9002,3758,J Y Productions Ltd,4210273,Entertainment Services,W2 4AN,0,0,0,1,-0.188531257,51.51113154
"Arts, Entertainment and Recreation",9002,3772,E C 1 Music Agency,4210273,Entertainment Services,W1D 4UF,0,0,0,1,-0.132529415,51.51287905
"Arts, Entertainment and Recreation",9002,3781,Trading Faces Ltd,4210273,Entertainment Services,W1D 5BF,0,0,0,1,-0.131756838,51.512811
"Arts, Entertainment and Recreation",9002,3796,Langham Arts,4210273,Entertainment Services,W1U 3HW,0,0,0,1,-0.154024681,51.51733789
"Arts, Entertainment and Recreation",9002,3822,Pindock Productions Ltd,4210273,Entertainment Services,W9 2PY,0,0,0,1,-0.186868808,51.52505314
"Arts, Entertainment and Recreation",9002,3824,John Gore Productions Ltd,4210273,Entertainment Services,W1D 3QH,0,0,0,1,-0.132043992,51.51593777
"Arts, Entertainment and Recreation",9002,3834,Puppet Theatre Barge,4210273,Entertainment Services,W9 2PF,0,0,0,1,-0.183429365,51.52128245
"Arts, Entertainment and Recreation",9002,3838,Thinking Wide,4210273,Entertainment Services,W9 2PU,0,0,0,1,-0.18758081,51.52491127
"Arts, Entertainment and Recreation",9002,3845,Sophisticats,4210273,Entertainment Services,W1F 0RF,0,0,0,1,-0.133617978,51.51233884
"Arts, Entertainment and Recreation",9002,3860,United Talent Agency,4210273,Entertainment Services,W1T 1PB,0,0,0,1,-0.134586557,51.51632265
"Arts, Entertainment and Recreation",9002,3861,Felix de Wolfe,4210273,Entertainment Services,W1D 4TW,0,0,0,1,-0.130406092,51.51369952
"Arts, Entertainment and Recreation",9002,3862,Performing Artistes,4210273,Entertainment Services,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9002,3871,The Borderline,4210273,Entertainment Services,W1D 4AR,0,0,0,1,-0.130386328,51.51488621
"Arts, Entertainment and Recreation",9002,3873,Bill Kenwright Ltd,4210273,Entertainment Services,W2 1RR,0,0,0,1,-0.17984323,51.52084378
"Arts, Entertainment and Recreation",9002,3875,J L A,4210273,Entertainment Services,W1T 3LJ,0,0,0,1,-0.136426731,51.51732039
"Arts, Entertainment and Recreation",9002,3876,International Event Management Ltd,4210273,Entertainment Services,W2 6LG,0,0,0,1,-0.180408642,51.51750736
"Arts, Entertainment and Recreation",9002,3877,Michael Harrison Entertainment,4210273,Entertainment Services,WC2B 4AS,0,0,0,1,-0.11837686,51.51357909
"Arts, Entertainment and Recreation",9002,3881,Grandstand Hospitality Ltd,4210273,Entertainment Services,W1J 7NW,0,0,0,1,-0.147974013,51.50447316
"Arts, Entertainment and Recreation",9002,3884,Dawn Sedgwick Management,4210273,Entertainment Services,WC2N 4LL,0,0,0,1,-0.126485405,51.51090323
"Arts, Entertainment and Recreation",9002,3890,Phil McIntyre Entertainments,4210273,Entertainment Services,W1T 3EU,0,0,0,1,-0.135399436,51.51674653
"Arts, Entertainment and Recreation",9002,3924,Paramount International Management Ltd,4210273,Entertainment Services,NW1 6JJ,0,0,0,1,-0.163003326,51.52309016
"Arts, Entertainment and Recreation",9002,4122,Hubbard Casting,4210273,Entertainment Services,WC2E 9HA,0,0,0,1,-0.123667067,51.51004884
"Arts, Entertainment and Recreation",9002,4199,Markham & Froggatt & Irwin,4210273,Entertainment Services,SW1Y 4LR,0,0,0,1,-0.134225356,51.50876049
"Arts, Entertainment and Recreation",9002,4245,Rossmore Management,4210273,Entertainment Services,WC2N 4JF,0,0,0,1,-0.12641213,51.50847407
"Arts, Entertainment and Recreation",9002,4455,The Voiceover Gallery,4210273,Entertainment Services,W1F 8SE,0,0,0,1,-0.136002112,51.51501156
"Arts, Entertainment and Recreation",9002,4639,Grace Kennedy Events,4210273,Entertainment Services,W1K 6WF,0,0,0,1,-0.153071062,51.51276369
"Arts, Entertainment and Recreation",9002,4641,Cameo Productions,4210273,Entertainment Services,W1C 2AN,0,0,0,1,-0.147420304,51.51386158
"Arts, Entertainment and Recreation",9002,4665,Felt Music,4210273,Entertainment Services,W1F 8EF,0,0,0,1,-0.13647392,51.51439858
"Arts, Entertainment and Recreation",9002,4699,M T C UK Ltd,4210273,Entertainment Services,W1U 8JW,0,0,0,1,-0.15860773,51.51877679
"Arts, Entertainment and Recreation",9002,4742,Evolve Events,4210273,Entertainment Services,SW7 1BX,0,0,0,1,-0.166600877,51.50134868
"Arts, Entertainment and Recreation",9002,4859,Premier Hair & Makeup,4210273,Entertainment Services,W1T 1NH,0,0,0,1,-0.135440469,51.51817699
"Arts, Entertainment and Recreation",9002,4875,Judge Events,4210273,Entertainment Services,W1G 0JH,0,0,0,1,-0.142755509,51.51622477
"Arts, Entertainment and Recreation",9002,4876,One Represents,4210273,Entertainment Services,W1F 8QW,0,0,0,1,-0.137285574,51.51534669
"Arts, Entertainment and Recreation",9002,4879,Glauca Rossi,4210273,Entertainment Services,W9 2HQ,0,0,0,1,-0.19426181,51.52328776
"Arts, Entertainment and Recreation",9002,5433,Juniper P R Ltd,4210273,Entertainment Services,SW1H 0HW,0,0,0,1,-0.135006377,51.49739737
"Arts, Entertainment and Recreation",9002,5592,Fleming Associates,4210273,Entertainment Services,W1W 7RQ,0,0,0,1,-0.140132477,51.5179907
"Arts, Entertainment and Recreation",9002,6022,Belinda Harley Associates,4210273,Entertainment Services,W1K 2LE,0,0,0,1,-0.150151552,51.51047855
"Arts, Entertainment and Recreation",9002,6067,Royal Philharmonic Society,4210273,Entertainment Services,W1F 7BB,0,0,0,1,-0.138295304,51.51426564
"Arts, Entertainment and Recreation",9002,6452,Asia House,4210273,Entertainment Services,W1G 7LP,0,0,0,1,-0.146246229,51.51970614
"Arts, Entertainment and Recreation",9002,6464,Young Classical Artists Trust,4210273,Entertainment Services,WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9002,6634,Potion Events Ltd,4210273,Entertainment Services,WC2N 6AA,0,0,0,1,-0.122079208,51.50976265
"Arts, Entertainment and Recreation",9002,6635,Disney Theatrical Group,4210273,Entertainment Services,WC2E 7RQ,0,0,0,1,-0.120137471,51.51142214
"Arts, Entertainment and Recreation",9002,6692,Celebagents,4210273,Entertainment Services,W1D 3QL,0,0,0,1,-0.131712343,51.51594148
"Arts, Entertainment and Recreation",9002,6702,Hyde Park Residence,4210273,Entertainment Services,W1K 1NA,0,0,0,1,-0.152694174,51.50782986
"Arts, Entertainment and Recreation",9002,6754,Meeting Protocol Worldwide,4210273,Entertainment Services,W1T 3JA,0,0,0,1,-0.137036878,51.51861601
"Arts, Entertainment and Recreation",9002,6778,Innovision Events Ltd,4210273,Entertainment Services,W2 6NB,0,0,0,1,-0.181716123,51.52014444
"Arts, Entertainment and Recreation",9002,6878,Music for London,4210273,Entertainment Services,W1W 6AB,0,0,0,1,-0.142142801,51.52069154
"Arts, Entertainment and Recreation",9002,7145,Crocodile Music,4210273,Entertainment Services,W1B 5TG,0,0,0,1,-0.139105917,51.51205735
"Arts, Entertainment and Recreation",9002,7212,Vocal Point,4210273,Entertainment Services,W1D 4AR,0,0,0,1,-0.130386328,51.51488621
"Arts, Entertainment and Recreation",9002,7229,Tavistock Wood,4210273,Entertainment Services,W1S 2YN,0,0,0,1,-0.141985152,51.51177927
"Arts, Entertainment and Recreation",9002,7249,The Really Useful Group Ltd,4210273,Entertainment Services,WC2B 5JY,0,0,0,1,-0.120055763,51.51270676
"Arts, Entertainment and Recreation",9002,7287,Wyndham Place Clinic,4210273,Entertainment Services,W1G 6BP,0,0,0,1,-0.149156792,51.52076375
"Arts, Entertainment and Recreation",9002,7411,The Sylvia Young Theatre School,4210273,Entertainment Services,W1H 5YZ,0,0,0,1,-0.162637004,51.51714939
"Arts, Entertainment and Recreation",9002,7544,Amused Moose Comedy,4210273,Entertainment Services,W1D 3RY,0,0,0,1,-0.132688492,51.51427543
"Arts, Entertainment and Recreation",9002,7596,Williamson & Holmes,4210273,Entertainment Services,W1W 8RG,0,0,0,1,-0.138631277,51.51733741
"Arts, Entertainment and Recreation",9002,7745,Fleet River Management,4210273,Entertainment Services,W1D 4UF,0,0,0,1,-0.132529452,51.51287816
"Arts, Entertainment and Recreation",9002,7758,Harvey Management Services Ltd,4210273,Entertainment Services,NW8 8ED,0,0,0,1,-0.168701036,51.52475743
"Arts, Entertainment and Recreation",9002,7806,Olivia Bell Management,4210273,Entertainment Services,W1F 8ZE,0,0,0,1,-0.135754048,51.51543926
"Arts, Entertainment and Recreation",9002,8013,Fisher Productions,4210273,Entertainment Services,WC2R 1LA,0,0,0,1,-0.11803931,51.51057916
"Arts, Entertainment and Recreation",9002,8018,Wickland Westcott,4210273,Entertainment Services,W1U 2DF,0,0,0,1,-0.1512032,51.5183186
"Arts, Entertainment and Recreation",9002,8242,Mass Movement,4210273,Entertainment Services,W9 2PS,0,0,0,1,-0.183253792,51.52243436
"Arts, Entertainment and Recreation",9002,8528,Talbot Productions Ltd,4210273,Entertainment Services,W1F 0PH,0,0,0,1,-0.134490085,51.513216
"Arts, Entertainment and Recreation",9002,8604,P I Capital Ltd,4210273,Entertainment Services,SW1A 1ER,0,0,0,1,-0.138532361,51.50632901
"Arts, Entertainment and Recreation",9002,8668,Winterson's,4210273,Entertainment Services,WC2N 4JS,0,0,0,1,-0.126952558,51.51110852
"Arts, Entertainment and Recreation",9002,8819,Yakety Yak,4210273,Entertainment Services,W1F 8EJ,0,0,0,1,-0.136182191,51.51448387
"Arts, Entertainment and Recreation",9002,9188,Jeff Wayne Music,4210273,Entertainment Services,NW1 6BY,0,0,0,1,-0.161581187,51.52439876
"Arts, Entertainment and Recreation",9002,9196,Fusion Management Talent Agency,4210273,Entertainment Services,SW1E 5NE,0,0,0,1,-0.144502301,51.4964689
"Arts, Entertainment and Recreation",9002,9323,Templeton Events,4210273,Entertainment Services,SW1W 8QN,0,0,0,1,-0.149688159,51.48705472
"Arts, Entertainment and Recreation",9002,9377,A E G Live,4210273,Entertainment Services,SW1Y 6QW,0,0,0,1,-0.137183476,51.50619069
"Arts, Entertainment and Recreation",9002,9528,Yellow Boat Music,4210273,Entertainment Services,W1D 6AN,0,0,0,1,-0.132045243,51.51273646
"Arts, Entertainment and Recreation",9002,9539,Ultimate Experience,4210273,Entertainment Services,WC2H 0EW,0,0,0,1,-0.130166232,51.51498162
"Arts, Entertainment and Recreation",9002,9564,Adam Spiegel Productions,4210273,Entertainment Services,WC2E 9AR,0,0,0,1,-0.126091043,51.51138252
"Arts, Entertainment and Recreation",9002,9573,Stomp Productions,4210273,Entertainment Services,W1W 8NE,0,0,0,1,-0.141802287,51.51687512
"Arts, Entertainment and Recreation",9002,9645,Troika,4210273,Entertainment Services,W1W 5QZ,0,0,0,1,-0.143104534,51.52146393
"Arts, Entertainment and Recreation",9002,9648,Lee Morgan Management Ltd,4210273,Entertainment Services,WC2H 0HF,0,0,0,1,-0.127670316,51.50977111
"Arts, Entertainment and Recreation",9002,9653,Redhead Productions,4210273,Entertainment Services,W1J 9HF,0,0,0,1,-0.135538003,51.50929394
"Arts, Entertainment and Recreation",9002,9801,Laurie Mansfield Associates,4210273,Entertainment Services,WC2N 6AA,0,0,0,1,-0.121979583,51.50966213
"Arts, Entertainment and Recreation",9002,9823,Romanian Cultural Institute,4210273,Entertainment Services,SW1X 8PH,0,0,0,1,-0.154136213,51.50031685
"Arts, Entertainment and Recreation",9002,9943,M & C Saatchi Merlin,4210273,Entertainment Services,W1F 9JX,0,0,0,1,-0.137691922,51.51209786
"Arts, Entertainment and Recreation",9002,10069,L G A Management,4210273,Entertainment Services,W1F 8GY,0,0,0,1,-0.135680103,51.51513234
"Arts, Entertainment and Recreation",9002,10091,P B J Management,4210273,Entertainment Services,W1T 1LG,0,0,0,1,-0.135355234,51.51849937
"Arts, Entertainment and Recreation",9002,10224,Money Management,4210273,Entertainment Services,W1F 8RZ,0,0,0,1,-0.135914196,51.51494093
"Arts, Entertainment and Recreation",9002,10285,A H A Talents,4210273,Entertainment Services,WC2E 8NS,0,0,0,1,-0.124057792,51.5128158
"Arts, Entertainment and Recreation",9002,10297,Donmar Warehouse,4210273,Entertainment Services,WC2E 9NA,0,0,0,1,-0.122674753,51.51455621
"Arts, Entertainment and Recreation",9002,10423,Cheerful Twentyfirst,4210273,Entertainment Services,W1W 7PA,0,0,0,1,-0.140368673,51.51749986
"Arts, Entertainment and Recreation",9002,10521,The Birmingham Stage Company,4210273,Entertainment Services,W1B 5TB,0,0,0,1,-0.139105917,51.51205735
"Arts, Entertainment and Recreation",9002,10543,The London School of Make Up,4210273,Entertainment Services,W1G 0JR,0,0,0,1,-0.143122546,51.51605973
"Arts, Entertainment and Recreation",9002,10616,One Events,4210273,Entertainment Services,NW1 4AQ,0,0,0,1,-0.143739962,51.52427066
"Arts, Entertainment and Recreation",9002,10663,Kenny Wax,4210273,Entertainment Services,WC2B 4AS,0,0,0,1,-0.118486527,51.51371574
"Arts, Entertainment and Recreation",9002,10698,Quietus Management,4210273,Entertainment Services,NW1 6HS,0,0,0,1,-0.162133698,51.52428153
"Arts, Entertainment and Recreation",9002,10887,Jamie Hendry Productions,4210273,Entertainment Services,SW1Y 4LR,0,0,0,1,-0.13423123,51.50861671
"Arts, Entertainment and Recreation",9002,11042,Big Talent Group,4210273,Entertainment Services,W1B 3HH,0,0,0,1,-0.141234217,51.51323315
"Arts, Entertainment and Recreation",9002,11065,Musion Events Ltd,4210273,Entertainment Services,W2 1AJ,0,0,0,1,-0.171273437,51.51923572
"Arts, Entertainment and Recreation",9002,11130,Seven Events Ltd,4210273,Entertainment Services,W1K 7TG,0,0,0,1,-0.156237896,51.51035856
"Arts, Entertainment and Recreation",9002,11145,Jo Hole Associates,4210273,Entertainment Services,W1B 5DL,0,0,0,1,-0.136888278,51.51060133
"Arts, Entertainment and Recreation",9002,11181,Ascential Group,4210273,Entertainment Services,WC2B 6UF,0,0,0,1,-0.118730596,51.51408835
"Arts, Entertainment and Recreation",9002,11193,Quintessentially & Co,4210273,Entertainment Services,W1B 1QB,0,0,0,1,-0.145664561,51.51983183
"Arts, Entertainment and Recreation",9002,11233,Slice,4210273,Entertainment Services,W1W 7RT,0,0,0,1,-0.141444073,51.51781456
"Arts, Entertainment and Recreation",9002,11281,Rock Bottom Operas Ltd,4210273,Entertainment Services,WC2E 9DA,0,0,0,1,-0.123433315,51.51328242
"Arts, Entertainment and Recreation",9002,11288,Hartshorn-hook Productions,4210273,Entertainment Services,WC2H 7JB,0,0,0,1,-0.127574148,51.51211662
"Arts, Entertainment and Recreation",9002,11294,Cloud 9 Management Ltd,4210273,Entertainment Services,W1D 7AX,0,0,0,1,-0.133770738,51.51177475
"Arts, Entertainment and Recreation",9002,11302,Albion Parties,4210273,Entertainment Services,SW1W 8TR,0,0,0,1,-0.153402307,51.49316524
"Arts, Entertainment and Recreation",9002,11470,Nightcrashers,4210273,Entertainment Services,W9 3RB,0,0,0,1,-0.199768676,51.5230244
"Arts, Entertainment and Recreation",9002,11479,Merlin Events,4210273,Entertainment Services,NW1 5LR,0,0,0,1,-0.155051229,51.52296535
"Arts, Entertainment and Recreation",9002,11498,Solar Media,4210273,Entertainment Services,SW1W 9SH,0,0,0,1,-0.146518972,51.49310161
"Arts, Entertainment and Recreation",9002,11523,Playful Productions,4210273,Entertainment Services,WC2H 0AR,0,0,0,1,-0.128668602,51.51108196
"Arts, Entertainment and Recreation",9002,11638,Bossa Brazil,4210273,Entertainment Services,W1T 3PJ,0,0,0,1,-0.1382022,51.51760937
"Arts, Entertainment and Recreation",9002,11768,Mastermind Promotion,4210273,Entertainment Services,W1H 1DP,0,0,0,1,-0.162535671,51.52002539
"Arts, Entertainment and Recreation",9002,11780,Fuel,4210273,Entertainment Services,WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9002,11784,Darren Delaney,4210273,Entertainment Services,SW1V 4NU,0,0,0,1,-0.144999819,51.48971438
"Arts, Entertainment and Recreation",9002,11787,Boss Creative Entertainment Ltd,4210273,Entertainment Services,WC2E 9HA,0,0,0,1,-0.123671277,51.51005161
"Arts, Entertainment and Recreation",9002,12001,Powder Puffs,4210273,Entertainment Services,SW1V 2DB,0,0,0,1,-0.140542656,51.49021932
"Arts, Entertainment and Recreation",9002,12041,London Venue Hire,4210273,Entertainment Services,SW1P 2BD,0,0,0,1,-0.131164258,51.49520767
"Arts, Entertainment and Recreation",9002,12193,Useful Talent,4210273,Entertainment Services,W1H 1PJ,0,0,0,1,-0.159772078,51.51992811
"Arts, Entertainment and Recreation",9002,12224,The B & C Club,4210273,Entertainment Services,SW1W 0JP,0,0,0,1,-0.147379162,51.49675718
"Arts, Entertainment and Recreation",9002,12225,Matrix Promo,4210273,Entertainment Services,W1B 3HH,0,0,0,1,-0.141234217,51.51323315
"Arts, Entertainment and Recreation",9002,12255,B B A Management,4210273,Entertainment Services,WC2E 9AX,0,0,0,1,-0.126631685,51.51155303
"Arts, Entertainment and Recreation",9002,12269,Hel's Angels,4210273,Entertainment Services,WC2H 7JB,0,0,0,1,-0.127472595,51.51213298
"Arts, Entertainment and Recreation",9002,12275,Mandy Ward Artist Management,4210273,Entertainment Services,WC2N 6AA,0,0,0,1,-0.121982463,51.50966218
"Arts, Entertainment and Recreation",9002,12285,Cannes Lions International,4210273,Entertainment Services,W2 6JG,0,0,0,1,-0.181455225,51.51945697
"Arts, Entertainment and Recreation",9002,12300,Escape Land,4210273,Entertainment Services,W1D 2DU,0,0,0,1,-0.131904433,51.51617835
"Arts, Entertainment and Recreation",9002,12383,Improbable,4210273,Entertainment Services,WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9002,12386,T G P Consulting,4210273,Entertainment Services,SW1V 1BB,0,0,0,1,-0.141214483,51.49495105
"Arts, Entertainment and Recreation",9002,12474,Floetic Justice,4210273,Entertainment Services,NW8 8AB,0,0,0,1,-0.16861625,51.52403221
"Arts, Entertainment and Recreation",9002,12500,Broadbean Events,4210273,Entertainment Services,W2 5EU,0,0,0,1,-0.196333689,51.52119743
"Arts, Entertainment and Recreation",9002,12533,D J Ministry,4210273,Entertainment Services,W1H 1PU,0,0,0,1,-0.160730334,51.520114
"Arts, Entertainment and Recreation",9002,12591,The Venue Booker,4210273,Entertainment Services,W1G 9DT,0,0,0,1,-0.145897058,51.51943084
"Arts, Entertainment and Recreation",9002,12867,Camille Beaute,4210273,Entertainment Services,W1W,0,0,0,1,-0.141784503,51.51738292
"Arts, Entertainment and Recreation",9002,12902,Live Music Quotes,4210273,Entertainment Services,W9 2AN,0,0,0,1,-0.197041016,51.52383589
"Arts, Entertainment and Recreation",9002,12903,Cowley Knox & Guy,4210273,Entertainment Services,W1B 4ND,0,0,0,1,-0.141234217,51.51323315
"Arts, Entertainment and Recreation",9002,12905,Consult Chloe,4210273,Entertainment Services,NW1 6UG,0,0,0,1,-0.166220964,51.52265491
"Arts, Entertainment and Recreation",9002,12977,The Maestri Ltd,4210273,Entertainment Services,W2 5PU,0,0,0,1,-0.190293669,51.51757036
"Arts, Entertainment and Recreation",9002,13144,The Bubbles Crew,4210273,Entertainment Services,W1H 1DP,0,0,0,1,-0.162535671,51.52002539
"Arts, Entertainment and Recreation",9002,13173,Aeg Europe the O2 Arena,4210273,Entertainment Services,SW1Y 6QW,0,0,0,1,-0.137183476,51.50619069
"Arts, Entertainment and Recreation",9002,13314,Frieze,4210273,Entertainment Services,WC2R 2ND,0,0,0,1,-0.115225597,51.511712
"Arts, Entertainment and Recreation",9002,13540,Fashionbytes,4210273,Entertainment Services,W1H 1DP,0,0,0,1,-0.162535671,51.52002539
"Arts, Entertainment and Recreation",9002,13616,Y M & U Group,4210273,Entertainment Services,W1W 5QZ,0,0,0,1,-0.143104534,51.52146393
"Arts, Entertainment and Recreation",9002,13663,Japan Centre Group,4210273,Entertainment Services,W1F 7JS,0,0,0,1,-0.138206687,51.51431819
"Arts, Entertainment and Recreation",9002,13665,G R I Services Ltd,4210273,Entertainment Services,W2 1BQ,0,0,0,1,-0.17301533,51.51893015
"Arts, Entertainment and Recreation",9002,13890,West,4210273,Entertainment Services,W1F 9TX,0,0,0,1,-0.13679977,51.51100459
"Arts, Entertainment and Recreation",9002,13928,8 Northumberland Avenue,4210273,Entertainment Services,WC2N 5BY,0,0,0,1,-0.126028012,51.5069482
"Arts, Entertainment and Recreation",9002,13962,Emptage Hallett,4210273,Entertainment Services,W1W 8DW,0,0,0,1,-0.139063893,51.51662488
"Arts, Entertainment and Recreation",9002,13967,T F I Lodestar,4210273,Entertainment Services,SW1V 1DX,0,0,0,1,-0.138899013,51.49343955
"Arts, Entertainment and Recreation",9002,14399,Mint,4210273,Entertainment Services,W1T 4JL,0,0,0,1,-0.138949221,51.52049883
"Arts, Entertainment and Recreation",9002,14435,Runaway Entertainment,4210273,Entertainment Services,W1D 6LT,0,0,0,1,-0.132539498,51.5115753
"Arts, Entertainment and Recreation",9002,14454,UK Music 2009 Ltd,4210273,Entertainment Services,WC2R 0BU,0,0,0,1,-0.119506835,51.51028796
"Arts, Entertainment and Recreation",9002,14467,Mann Made Group,4210273,Entertainment Services,W1F 7AJ,0,0,0,1,-0.137004324,51.51340884
"Arts, Entertainment and Recreation",9002,14474,Wine Unearthed London Wine Tasting,4210273,Entertainment Services,W1J 6NG,0,0,0,1,-0.14493547,51.51116952
"Arts, Entertainment and Recreation",9002,14594,P R G,4210273,Entertainment Services,WC2N 4AA,0,0,0,1,-0.127394259,51.51158319
"Arts, Entertainment and Recreation",9002,14655,Proud Embankment,4210273,Entertainment Services,WC2R 2AB,0,0,0,1,-0.118205916,51.51003329
"Arts, Entertainment and Recreation",9002,14820,Edge Global,4210273,Entertainment Services,SW1V 4PS,0,0,0,1,-0.143638419,51.49025038
"Arts, Entertainment and Recreation",9002,14968,Purple Patch,4210273,Entertainment Services,NW1 5PU,0,0,0,1,-0.161322533,51.52115742
"Arts, Entertainment and Recreation",9002,14996,G P Management,4210273,Entertainment Services,WC2B 4HN,0,0,0,1,-0.115995604,51.51365777
"Arts, Entertainment and Recreation",9002,15058,Thorough Events Ltd,4210273,Entertainment Services,SW1V 1LP,0,0,0,1,-0.143604689,51.49320839
"Arts, Entertainment and Recreation",9002,15103,Chartwell Speakers,4210273,Entertainment Services,SW1W 9SH,0,0,0,1,-0.138401806,51.49680386
"Arts, Entertainment and Recreation",9002,15115,Just Voices Agency,4210273,Entertainment Services,W1W 7LT,0,0,0,1,-0.142404836,51.51846735
"Arts, Entertainment and Recreation",9002,15214,15 Bateman Street,4210273,Entertainment Services,W1D 3AQ,0,0,0,1,-0.132268901,51.513963
"Arts, Entertainment and Recreation",9002,15411,Cover Bands & Tribute Bands,4210273,Entertainment Services,W1W 7TL,0,0,0,1,-0.140231492,51.51909835
"Arts, Entertainment and Recreation",9002,15420,Kina Events Ltd,4210273,Entertainment Services,SW1H 0HW,0,0,0,1,-0.135006377,51.49739737
"Arts, Entertainment and Recreation",9002,15455,The Persuaders,4210273,Entertainment Services,WC2H 7JB,0,0,0,1,-0.127472595,51.51213298
"Arts, Entertainment and Recreation",9002,15501,Celebrate Just Right,4210273,Entertainment Services,NW8 8QY,0,0,0,1,-0.176535167,51.52751875
"Arts, Entertainment and Recreation",9002,15534,Bella Entertainment Agency London,4210273,Entertainment Services,W1D 6DN,0,0,0,1,-0.132654277,51.51123541
"Arts, Entertainment and Recreation",9002,15547,Theatrical Rights Worldwide,4210273,Entertainment Services,W1W 8RR,0,0,0,1,-0.140738159,51.51692121
"Arts, Entertainment and Recreation",9002,15579,The Research & Innovation Conference,4210273,Entertainment Services,SW1W 9NF,0,0,0,1,-0.14803499,51.49372806
"Arts, Entertainment and Recreation",9002,15947,K B J Management,4210273,Entertainment Services,W1T 1LG,0,0,0,1,-0.135355234,51.51849937
"Arts, Entertainment and Recreation",9002,16158,The Soho Agency,4210273,Entertainment Services,W1F 8AT,0,0,0,1,-0.135443963,51.51456206
"Arts, Entertainment and Recreation",9002,16171,Camilla Wehmeyer Management,4210273,Entertainment Services,WC2R 1LA,0,0,0,1,-0.117977957,51.51101881
"Arts, Entertainment and Recreation",9002,16182,Cuerton Entertainment Ltd,4210273,Entertainment Services,W1B 2HA,0,0,0,1,-0.142630263,51.51611488
"Arts, Entertainment and Recreation",9002,16183,Blueprint Sports & Entertainment,4210273,Entertainment Services,W1F 7AL,0,0,0,1,-0.136976985,51.51337243
"Arts, Entertainment and Recreation",9002,16213,Whitestar Clothing,4210273,Entertainment Services,W1S,0,0,0,1,-0.144953817,51.51249171
"Arts, Entertainment and Recreation",9002,16254,Smartmetro,4210273,Entertainment Services,W1U 3AY,0,0,0,1,-0.151367497,51.51639679
"Arts, Entertainment and Recreation",9002,16345,Glass Half Full Productions Ltd,4210273,Entertainment Services,WC2E 7PB,0,0,0,1,-0.119885922,51.51228139
"Arts, Entertainment and Recreation",9002,16547,Lamneaj Entertainment,4210273,Entertainment Services,W9 2HH,0,0,0,1,-0.193541313,51.52291697
